,year,token,size
395,2016,cwiczenia,2
396,2016,cwiczeniami,1
397,2016,cwiczyc,2
398,2016,cytat,1
399,2016,cytaty,2
400,2016,czapeczką,2
401,2016,czarna,4
402,2016,czarniecki,1
403,2016,czarny,1
404,2016,czarnych,4
405,2016,czarownic,2
406,2016,czary,2
407,2016,czas,17
408,2016,czasach,5
409,2016,czasami,2
410,2016,czasem,10
411,2016,czasie,3
412,2016,czasteczki,1
413,2016,czasu,32
414,2016,czat,2
415,2016,czatu,15
416,2016,czcionka,1
417,2016,czcionką,1
418,2016,czego,40
419,2016,czegokolwiek,1
420,2016,czegos,9
421,2016,czegoś,1
422,2016,czekac,5
423,2016,czekaj,10
424,2016,czekalem,3
425,2016,czekam,7
426,2016,czekamy,1
427,2016,czekasz,2
428,2016,czekało,1
429,2016,czekoladowe,1
430,2016,czemu,1
431,2016,czenie,1
432,2016,czeniu,1
433,2016,czepiala,2
434,2016,czepiam,2
435,2016,czerwomych,2
436,2016,czerwone,1
437,2016,czerwonych,2
438,2016,czerwonym,1
439,2016,czesc,4
440,2016,czesci,8
441,2016,czesciach,2
442,2016,czesciej,2
443,2016,czesto,3
444,2016,cziki,1
445,2016,czlowiek,1
446,2016,czolgiem,1
447,2016,czolgu,1
448,2016,czolowe,1
449,2016,czuc,1
450,2016,czuje,1
451,2016,czujesz,3
452,2016,czulas,1
453,2016,czwartek,5
454,2016,czwartkowych,2
455,2016,czwartku,1
456,2016,czworga,1
457,2016,czyja,1
458,2016,czyjego,1
459,2016,czyją,1
460,2016,czyli,22
461,2016,czylis,1
462,2016,czym,34
463,2016,czyms,14
464,2016,czynu,2
465,2016,czysta,2
466,2016,czystym,3
467,2016,czytac,3
468,2016,czytal,2
469,2016,czytalem,6
470,2016,czytales,4
471,2016,czytalo,1
472,2016,czytam,4
473,2016,czytaniem,2
474,2016,czytasz,2
475,2016,czytałeś,1
476,2016,czytujesz,1
477,2016,czyzbym,1
478,2016,czyć,2
479,2016,czyła,1
480,2016,czyłem,1
481,2016,czyżby,1
482,2016,części,1
483,2016,częścj,1
484,2016,część,3
485,2016,człowiek,5
486,2016,daje,3
487,2016,daleeeko,2
488,2016,dalej,17
489,2016,dales,1
490,2016,dali,3
491,2016,daloby,2
492,2016,dalsza,1
493,2016,dalszych,2
494,2016,damami,2
495,2016,damian,1
496,2016,danych,1
497,2016,dark,1
498,2016,darmo,2
499,2016,darowac,2
500,2016,daruj,1
501,2016,dasz,9
502,2016,dawaj,16
503,2016,dawala,1
504,2016,dawali,1
505,2016,dawanie,1
506,2016,dawałem,1
507,2016,dawka,3
508,2016,dawna,2
509,2016,dawno,3
510,2016,dałem,1
511,2016,debil,2
512,2016,decydowac,2
513,2016,decyzja,1
514,2016,demon,1
515,2016,denerwujaca,1
516,2016,denerwuje,1
517,2016,deser,1
518,2016,diamentow,1
519,2016,diamenty,1
520,2016,dlaczego,29
521,2016,dlatego,5
522,2016,dlon,1
523,2016,dlugie,2
524,2016,dlugo,4
525,2016,dluzej,5
526,2016,dluzsza,1
527,2016,dluzszego,2
528,2016,dnia,10
529,2016,dnie,2
530,2016,dniowy,1
531,2016,dniu,1
532,2016,dobor,1
533,2016,dobr,1
534,2016,dobra,97
535,2016,dobranic,2
536,2016,dobranoc,15
537,2016,dobranocce,2
538,2016,dobranocka,1
539,2016,dobre,8
540,2016,dobrego,2
541,2016,dobrej,6
542,2016,dobry,25
543,2016,dobrym,3
544,2016,dobrze,9
545,2016,doczyta,1
546,2016,dodaj,3
547,2016,dodajesz,1
548,2016,dodal,2
549,2016,dodam,2
550,2016,dodatkowy,1
551,2016,dodatku,1
552,2016,dodać,4
553,2016,dogodny,2
554,2016,dogodzic,2
555,2016,dojazd,1
556,2016,dojcz,2
557,2016,dojechales,1
558,2016,dokladnie,12
559,2016,dokladniej,5
560,2016,doko,2
561,2016,dokoncz,1
562,2016,dokonczyl,1
563,2016,dokonczymu,1
564,2016,dokładne,1
565,2016,dokładnie,4
566,2016,dokładniej,1
567,2016,dolacz,1
568,2016,doladowac,2
569,2016,doleciales,2
570,2016,doliczyć,1
571,2016,doliczyła,1
572,2016,domem,6
573,2016,domniemanej,1
574,2016,domowa,2
575,2016,domowe,2
576,2016,domowej,7
577,2016,domowym,1
578,2016,domową,2
579,2016,domu,31
580,2016,domysl,1
581,2016,domyslal,2
582,2016,domyslam,5
583,2016,domysle,1
584,2016,domyslilem,1
585,2016,domyślić,1
586,2016,donoszeniu,1
587,2016,dopadli,2
588,2016,dopalacze,2
589,2016,dopasowac,1
590,2016,dopiero,20
591,2016,dopisać,1
592,2016,dopóki,1
593,2016,doskwiera,1
594,2016,doslownie,4
595,2016,dostaje,1
596,2016,dostal,1
597,2016,dostala,2
598,2016,dostalbys,1
599,2016,dostalem,3
600,2016,dostales,4
601,2016,dostali,2
602,2016,dostaliscie,2
603,2016,dostalismy,1
604,2016,dostaliście,1
605,2016,dostałeś,1
606,2016,dostepna,2
607,2016,dostrzeże,3
608,2016,dostępny,1
609,2016,doswiadczenia,1
610,2016,doswiadczenie,1
611,2016,dosyc,14
612,2016,doszedłeś,1
613,2016,doszukac,1
614,2016,dotad,1
615,2016,dotyczyla,1
616,2016,dowala,1
617,2016,dowalili,2
618,2016,dowcip,3
619,2016,dowie,1
620,2016,dowiedzialem,1
621,2016,dowod,2
622,2016,dowodow,10
623,2016,dowody,4
624,2016,dowolne,1
625,2016,dowód,2
626,2016,dozyje,1
627,2016,dołączyć,2
628,2016,dramatyzuj,1
629,2016,drewna,1
630,2016,drewnianych,1
631,2016,drewno,1
632,2016,drodze,2
633,2016,droga,18
634,2016,drogi,4
635,2016,drogowy,1
636,2016,drogą,3
637,2016,druga,1
638,2016,drugie,4
639,2016,drugiego,3
640,2016,drugiej,1
641,2016,druzyna,1
642,2016,drzew,2
643,2016,drzewo,1
644,2016,drzwi,3
645,2016,drzwiami,1
646,2016,duchu,2
647,2016,dupa,1
648,2016,dupach,1
649,2016,dupe,1
650,2016,dupy,3
651,2016,duza,2
652,2016,duze,3
653,2016,duzy,2
654,2016,duzych,1
655,2016,dużo,1
656,2016,dwoch,2
657,2016,dwojke,2
658,2016,dwor,2
659,2016,dworze,3
660,2016,dwuosobowy,1
661,2016,dwuznacznie,1
662,2016,dwóch,1
663,2016,dwór,1
664,2016,dykcja,1
665,2016,dykcje,1
666,2016,dyktatora,3
667,2016,dyktować,3
668,2016,dyrektora,2
669,2016,dysku,2
670,2016,dyskusyjna,1
671,2016,dyskusyjnej,1
672,2016,dystans,1
673,2016,dywagacji,1
674,2016,dywagowac,1
675,2016,dziadkow,5
676,2016,dziady,1
677,2016,dziadów,3
678,2016,dzial,2
679,2016,dziala,7
680,2016,dzialac,1
681,2016,dzialem,1
682,2016,dzialu,1
683,2016,działa,3
684,2016,działem,1
685,2016,dziec,2
686,2016,dzieci,5
687,2016,dzieciakiem,1
688,2016,dziecie,1
689,2016,dziejow,2
690,2016,dzieki,17
691,2016,dziekuje,7
692,2016,dziekujemy,2
693,2016,dzieli,1
694,2016,dzien,30
695,2016,dzienna,2
696,2016,dziennie,2
697,2016,dziewczyn,1
698,2016,dziewczyna,3
699,2016,dziewczynach,5
700,2016,dziewczyne,3
701,2016,dziewczynie,3
702,2016,dziewczynka,1
703,2016,dziewczynom,1
704,2016,dziewczyny,6
705,2016,dziewulskiemu,2
706,2016,dzis,12
707,2016,dzisiaj,4
708,2016,dzisiejsza,2
709,2016,dzisiejszej,1
710,2016,dzisiejszy,3
711,2016,dzisiejszym,1
712,2016,dzisiejszą,1
713,2016,dziurze,2
714,2016,dziwi,1
715,2016,dziwic,1
716,2016,dziwne,2
717,2016,dziwnego,4
718,2016,dziwnie,6
719,2016,dzięki,18
720,2016,dziękować,1
721,2016,dziękuję,3
722,2016,dziś,2
723,2016,dzwie,1
724,2016,dzwonić,1
725,2016,długo,1
726,2016,długości,1
727,2016,ebali,1
728,2016,ebiste,4
729,2016,efekt,1
730,2016,effect,4
731,2016,ejjj,1
732,2016,ekonom,1
733,2016,ekran,2
734,2016,ekranami,2
735,2016,ekranu,2
736,2016,elektryczne,2
737,2016,emigracji,5
738,2016,emil,1
739,2016,emocje,1
740,2016,emoji,11
741,2016,emotikonek,2
742,2016,emotikonki,1
743,2016,emotka,2
744,2016,emotkami,1
745,2016,emotki,3
746,2016,emotkę,1
747,2016,enigmatyczna,1
748,2016,enigmatycznej,1
749,2016,epwa,2
750,2016,erdoli,2
751,2016,etanol,1
752,2016,etap,3
753,2016,etapie,4
754,2016,etapow,2
755,2016,etapu,4
756,2016,etapy,1
757,2016,ewentualnie,2
758,2016,ewentualnosc,2
759,2016,facebookowi,2
760,2016,facecie,1
761,2016,facet,4
762,2016,fachu,2
763,2016,facto,2
764,2016,fajna,5
765,2016,fajne,4
766,2016,fajnego,2
767,2016,fajnie,9
768,2016,fajny,2
769,2016,fajnych,1
770,2016,fakt,4
771,2016,faktu,1
772,2016,faktycznie,9
773,2016,fantazji,1
774,2016,fapke,2
775,2016,farba,1
776,2016,farewell,2
777,2016,farta,1
778,2016,faworyt,2
779,2016,fejmu,2
780,2016,feriach,1
781,2016,ferie,1
782,2016,fikusnym,2
783,2016,filharmonia,2
784,2016,film,24
785,2016,filmow,1
786,2016,filmu,3
787,2016,filmy,1
788,2016,filmów,1
789,2016,filozofii,1
790,2016,fizyce,3
791,2016,fizycznej,2
792,2016,fizyka,3
793,2016,fizyke,3
794,2016,fizyki,4
795,2016,fizykę,1
796,2016,flanke,1
797,2016,flaszki,1
798,2016,flecie,1
799,2016,florentczyk,1
800,2016,fonetyczna,1
801,2016,fonetycznie,2
802,2016,forewer,1
803,2016,forgotten,1
804,2016,forma,2
805,2016,forme,1
806,2016,formy,2
807,2016,forza,1
808,2016,fotki,4
809,2016,fotomontaz,1
810,2016,francji,1
811,2016,freund,2
812,2016,freunf,2
813,2016,fronty,2
814,2016,frytki,1
815,2016,funkcja,2
816,2016,funkcjonowanie,1
817,2016,furore,2
818,2016,gada,1
819,2016,gadac,5
820,2016,garbusa,1
821,2016,garniak,1
822,2016,garnkowi,1
823,2016,garsc,2
824,2016,garscmido,2
825,2016,gatunkow,1
826,2016,gatunku,1
827,2016,gazeta,2
828,2016,gazetka,4
829,2016,gdank,2
830,2016,gdansku,6
831,2016,gdybac,1
832,2016,gdyby,2
833,2016,gdybym,4
834,2016,gdybys,6
835,2016,gdybysmy,1
836,2016,gdybyś,3
837,2016,gdzie,14
838,2016,gdzieniegdzie,1
839,2016,gdzies,1
840,2016,genesis,2
841,2016,genetyki,1
842,2016,geniusz,1
843,2016,geografia,2
844,2016,geografii,4
845,2016,geralt,1
846,2016,geraltem,1
847,2016,germanic,2
848,2016,gibasz,1
849,2016,gier,4
850,2016,gierka,2
851,2016,gierke,2
852,2016,gierkę,1
853,2016,giffa,2
854,2016,gildii,1
855,2016,gimbus,2
856,2016,gimbusa,1
857,2016,gimmazjalmego,1
858,2016,gimnastycznej,1
859,2016,gitar,2
860,2016,glicerol,1
861,2016,globalna,2
862,2016,glosnikow,2
863,2016,glosno,1
864,2016,glosowy,1
865,2016,glosu,2
866,2016,glowa,1
867,2016,glowe,2
868,2016,glowie,7
869,2016,glowne,1
870,2016,glownego,1
871,2016,glowy,6
872,2016,glupi,4
873,2016,glupia,1
874,2016,glupie,2
875,2016,glupiemu,3
876,2016,glupoty,1
877,2016,gmail,1
878,2016,gmailowe,2
879,2016,gminy,1
880,2016,gnaciuka,1
881,2016,gnaciukiem,1
882,2016,godzin,2
883,2016,godzina,2
884,2016,godzinach,1
885,2016,godzine,1
886,2016,godzinie,1
887,2016,godzinka,1
888,2016,godzinke,2
889,2016,godziny,5
890,2016,godzinę,2
891,2016,goić,1
892,2016,golda,1
893,2016,good,6
894,2016,google,3
895,2016,gora,6
896,2016,goraczka,1
897,2016,goraczke,1
898,2016,gorale,1
899,2016,gore,7
900,2016,gorsza,1
901,2016,gorsze,2
902,2016,gorszych,1
903,2016,gory,2
904,2016,gorzej,6
905,2016,gosc,2
906,2016,gosci,1
907,2016,gotować,1
908,2016,gotowy,1
909,2016,gotuje,2
910,2016,gość,1
911,2016,grabowa,1
912,2016,grac,12
913,2016,grach,1
914,2016,gracka,1
915,2016,grackiej,2
916,2016,graczy,1
917,2016,graficzna,1
918,2016,grafika,1
919,2016,gral,1
920,2016,gralem,1
921,2016,graliscie,1
922,2016,gram,22
923,2016,granicach,1
924,2016,granice,1
925,2016,granicy,1
926,2016,granie,1
927,2016,graniem,2
928,2016,grasz,3
929,2016,gratki,1
930,2016,gratuluję,2
931,2016,grać,1
932,2016,grałem,2
933,2016,grechuta,2
934,2016,greenwich,2
935,2016,gregor,2
936,2016,grejtest,1
937,2016,grosze,4
938,2016,group,2
939,2016,grozi,1
940,2016,grube,1
941,2016,gruby,1
942,2016,grudnia,1
943,2016,grupa,3
944,2016,grupie,2
945,2016,grupki,1
946,2016,grupy,3
947,2016,grywalność,1
948,2016,gryzie,1
949,2016,grzeczne,1
950,2016,grzeeeczna,1
951,2016,grzegorz,5
952,2016,grzesiu,4
953,2016,grzmią,2
954,2016,gust,1
955,2016,gwałt,1
956,2016,gwizdek,2
957,2016,gwoli,4
958,2016,góra,1
959,2016,góry,2
960,2016,głowie,3
961,2016,głowy,1
962,2016,głupie,1
963,2016,głównego,1
964,2016,głęboka,1
965,2016,hack,1
966,2016,haha,38
967,2016,hahaahahahahaha,1
968,2016,hahaha,5
969,2016,hahahaha,4
970,2016,hahahahaah,1
971,2016,halloween,2
972,2016,hanby,2
973,2016,hasla,2
974,2016,haslo,1
975,2016,hasła,1
976,2016,hasło,1
977,2016,hehe,142
978,2016,hehehe,5
979,2016,hehehehe,1
980,2016,heheheheh,2
981,2016,hejtowal,1
982,2016,herbów,1
983,2016,heroes,4
984,2016,hetero,1
985,2016,hihihi,2
986,2016,historia,16
987,2016,historie,4
988,2016,historii,30
989,2016,historię,8
990,2016,historyczne,3
991,2016,historycznej,2
992,2016,histurycznej,1
993,2016,hiszpanii,2
994,2016,hiszpanski,2
995,2016,hiszpanskim,1
996,2016,hitler,1
997,2016,hoho,1
998,2016,hokej,1
999,2016,homoseksualstow,2
1000,2016,honor,1
1001,2016,horodle,1
1002,2016,humanizm,1
1003,2016,humanizmie,1
1004,2016,humor,2
1005,2016,humoru,4
1006,2016,hunter,2
1007,2016,hura,5
1008,2016,hurmem,2
1009,2016,idealne,1
1010,2016,idealnie,1
1011,2016,idealnym,1
1012,2016,idealu,1
1013,2016,idiota,2
1014,2016,idiotycznie,2
1015,2016,idiotyczny,1
1016,2016,idraszcz,1
1017,2016,idzie,9
1018,2016,idziecie,2
1019,2016,idziemy,7
1020,2016,idziesz,8
1021,2016,ignoranta,2
1022,2016,ignorowanie,1
1023,2016,ikonka,1
1024,2016,ikonę,11
1025,2016,ilości,1
1026,2016,ilościach,1
1027,2016,imie,5
1028,2016,imienia,3
1029,2016,imion,1
1030,2016,impreza,6
1031,2016,imprezach,4
1032,2016,impreze,2
1033,2016,imprezujesz,1
1034,2016,imprezy,1
1035,2016,inaczej,18
1036,2016,indziej,7
1037,2016,informacja,2
1038,2016,informacje,4
1039,2016,informacji,1
1040,2016,informatycznych,2
1041,2016,informatyki,2
1042,2016,inicjalami,1
1043,2016,inmego,1
1044,2016,inna,2
1045,2016,innego,22
1046,2016,inni,1
1047,2016,inny,1
1048,2016,innycj,1
1049,2016,innym,11
1050,2016,innymi,8
1051,2016,inspirowalem,2
1052,2016,inspiruj,2
1053,2016,instalowac,1
1054,2016,inteligentny,1
1055,2016,interes,1
1056,2016,interesowalby,1
1057,2016,interesowało,1
1058,2016,interesuja,1
1059,2016,interesuje,1
1060,2016,interesująca,1
1061,2016,internecie,2
1062,2016,internet,4
1063,2016,internetow,1
1064,2016,internetowego,2
1065,2016,internetowy,4
1066,2016,internetowych,2
1067,2016,internetowym,1
1068,2016,internetu,1
1069,2016,internety,1
1070,2016,inwestować,1
1071,2016,inwestuję,1
1072,2016,inwestycji,1
1073,2016,inzynier,1
1074,2016,iphone,1
1075,2016,irek,1
1076,2016,ironia,4
1077,2016,ironiczny,1
1078,2016,ironicznym,1
1079,2016,ironie,1
1080,2016,istotnego,1
1081,2016,jabłek,2
1082,2016,jacka,1
1083,2016,jacys,1
1084,2016,jade,1
1085,2016,jadlem,2
1086,2016,jadles,1
1087,2016,jadę,1
1088,2016,jagiello,1
1089,2016,jagiellonczyka,2
1090,2016,jaka,16
1091,2016,jakby,2
1092,2016,jakbym,3
1093,2016,jakbys,1
1094,2016,jaki,10
1095,2016,jakich,5
1096,2016,jakie,15
1097,2016,jakiego,11
1098,2016,jakiegos,4
1099,2016,jakiegoś,3
1100,2016,jakiej,8
1101,2016,jakiejs,2
1102,2016,jakiejś,1
1103,2016,jakies,22
1104,2016,jakieś,3
1105,2016,jakim,2
1106,2016,jakimi,1
1107,2016,jakims,5
1108,2016,jakis,8
1109,2016,jakkolwiek,3
1110,2016,jakos,11
1111,2016,jakosc,1
1112,2016,jakoś,3
1113,2016,jakość,1
1114,2016,jakub,11
1115,2016,jakubie,17
1116,2016,jaką,1
1117,2016,jakąś,1
1118,2016,jamnik,1
1119,2016,jarku,3
1120,2016,jarosławie,1
1121,2016,jaselek,1
1122,2016,jaselka,2
1123,2016,jaskra,1
1124,2016,jasne,15
1125,2016,jaśnie,2
1126,2016,jechac,6
1127,2016,jechalem,1
1128,2016,jeden,2
1129,2016,jedna,2
1130,2016,jednak,17
1131,2016,jedne,2
1132,2016,jednego,3
1133,2016,jednemu,1
1134,2016,jedno,1
1135,2016,jednorazowy,4
1136,2016,jednostkach,1
1137,2016,jednym,5
1138,2016,jedną,6
1139,2016,jedyna,3
1140,2016,jedynie,3
1141,2016,jedz,1
1142,2016,jedzenia,3
1143,2016,jedziemy,2
1144,2016,jedziesz,1
1145,2016,jejku,2
1146,2016,jeju,5
1147,2016,jesc,2
1148,2016,jesli,16
1149,2016,jest,16
1150,2016,jeste,2
1151,2016,jestem,26
1152,2016,jestes,28
1153,2016,jestesmy,5
1154,2016,jesteś,7
1155,2016,jestmto,1
1156,2016,jesz,1
1157,2016,jeszczd,1
1158,2016,jeszcze,31
1159,2016,jezdza,2
1160,2016,jezu,1
1161,2016,jezyka,3
1162,2016,jezykiem,2
1163,2016,jeśli,9
1164,2016,jprld,2
1165,2016,julce,4
1166,2016,julia,3
1167,2016,julie,1
1168,2016,julii,1
1169,2016,julio,8
1170,2016,julka,11
1171,2016,julke,3
1172,2016,julki,3
1173,2016,julko,1
1174,2016,jumbo,1
1175,2016,just,2
1176,2016,jutra,11
