"color","gracz","rodzaj","n","mean","day","hour"
"black","Mlodziak77","rapid",1,0,1,20
"black","tymekkk","blitz",5,0.3,1,20
"both","grooney","blitz",26,0.557692307692308,1,20
"both","grooney","bullet",48,0.458333333333333,1,20
"both","grooney","rapid",1,1,1,20
"both","Mlodziak77","blitz",8,0.375,1,20
"both","Mlodziak77","bullet",24,0.645833333333333,1,20
"both","Mlodziak77","rapid",3,0.666666666666667,1,20
"both","tymekkk","blitz",14,0.392857142857143,1,20
"white","grooney","blitz",12,0.666666666666667,1,20
"white","grooney","bullet",22,0.386363636363636,1,20
"white","Mlodziak77","blitz",5,0.4,1,20
"white","Mlodziak77","bullet",12,0.583333333333333,1,20
"white","Mlodziak77","rapid",2,1,1,20
"white","tymekkk","blitz",9,0.444444444444444,1,20
"black","grooney","blitz",4,0.5,1,21
"black","grooney","bullet",36,0.416666666666667,1,21
"black","grooney","rapid",3,1,1,21
"black","Mlodziak77","blitz",8,0.625,1,21
"black","Mlodziak77","bullet",7,0.428571428571429,1,21
"black","Mlodziak77","rapid",1,1,1,21
"black","tymekkk","blitz",1,1,1,21
"both","grooney","blitz",8,0.625,1,21
"both","grooney","bullet",70,0.428571428571429,1,21
"both","grooney","rapid",6,0.833333333333333,1,21
"both","Mlodziak77","blitz",16,0.625,1,21
"both","Mlodziak77","bullet",14,0.5,1,21
"both","Mlodziak77","rapid",1,1,1,21
"both","tymekkk","blitz",2,0.5,1,21
"white","grooney","blitz",4,0.75,1,21
"white","grooney","bullet",34,0.441176470588235,1,21
"white","grooney","rapid",3,0.666666666666667,1,21
"white","Mlodziak77","blitz",8,0.625,1,21
"white","Mlodziak77","bullet",7,0.571428571428571,1,21
"white","tymekkk","blitz",1,0,1,21
"black","grooney","blitz",1,1,1,22
"black","grooney","bullet",38,0.631578947368421,1,22
"black","grooney","rapid",1,1,1,22
"black","Mlodziak77","blitz",1,1,1,22
"both","grooney","blitz",3,1,1,22
"both","grooney","bullet",73,0.616438356164384,1,22
"both","grooney","rapid",3,0.666666666666667,1,22
"both","Mlodziak77","blitz",3,1,1,22
"both","tymekkk","blitz",1,0,1,22
"white","grooney","blitz",2,1,1,22
"white","grooney","bullet",35,0.6,1,22
"white","grooney","rapid",2,0.5,1,22
"white","Mlodziak77","blitz",2,1,1,22
"white","tymekkk","blitz",1,0,1,22
"black","grooney","blitz",1,0,1,23
"black","grooney","bullet",20,0.35,1,23
"black","grooney","rapid",1,1,1,23
"black","Mlodziak77","blitz",2,0.5,1,23
"both","grooney","blitz",2,0.25,1,23
"both","grooney","bullet",45,0.433333333333333,1,23
"both","grooney","rapid",1,1,1,23
"both","Mlodziak77","blitz",6,0.666666666666667,1,23
"white","grooney","blitz",1,0.5,1,23
"white","grooney","bullet",25,0.5,1,23
"white","Mlodziak77","blitz",4,0.75,1,23
"black","Mlodziak77","blitz",4,0,6,0
"black","tymekkk","blitz",2,0.75,6,0
"both","Mlodziak77","blitz",6,0,6,0
"both","tymekkk","blitz",4,0.375,6,0
"white","Mlodziak77","blitz",2,0,6,0
"white","tymekkk","blitz",2,0,6,0
"black","grooney","bullet",1,0,6,6
"both","grooney","bullet",1,0,6,6
"black","Mlodziak77","blitz",2,1,6,7
"black","tymekkk","blitz",2,0.5,6,7
"both","Mlodziak77","blitz",3,1,6,7
"both","tymekkk","blitz",2,0.5,6,7
"white","Mlodziak77","blitz",1,1,6,7
"black","grooney","blitz",1,0,6,8
"black","grooney","bullet",10,0.3,6,8
"both","grooney","blitz",1,0,6,8
"both","grooney","bullet",22,0.409090909090909,6,8
"both","grooney","rapid",1,1,6,8
"both","tymekkk","blitz",1,1,6,8
"white","grooney","bullet",12,0.5,6,8
"white","grooney","rapid",1,1,6,8
"white","tymekkk","blitz",1,1,6,8
"black","grooney","bullet",17,0.529411764705882,6,9
"black","Mlodziak77","blitz",4,0.5,6,9
"black","Mlodziak77","rapid",1,0,6,9
"black","tymekkk","blitz",1,1,6,9
"both","grooney","bullet",31,0.564516129032258,6,9
"both","Mlodziak77","blitz",9,0.444444444444444,6,9
"both","Mlodziak77","rapid",2,0.5,6,9
"both","tymekkk","blitz",2,0.5,6,9
"white","grooney","bullet",14,0.607142857142857,6,9
"white","Mlodziak77","blitz",5,0.4,6,9
"white","Mlodziak77","rapid",1,1,6,9
"white","tymekkk","blitz",1,0,6,9
"black","grooney","blitz",2,0.75,6,10
"black","grooney","bullet",14,0.5,6,10
"black","grooney","rapid",1,1,6,10
"black","Mlodziak77","blitz",7,0.285714285714286,6,10
"black","Mlodziak77","rapid",3,0.666666666666667,6,10
"black","tymekkk","blitz",3,0.666666666666667,6,10
"both","grooney","blitz",4,0.625,6,10
"both","grooney","bullet",32,0.546875,6,10
"both","grooney","rapid",1,1,6,10
"both","Mlodziak77","blitz",17,0.588235294117647,6,10
"both","Mlodziak77","bullet",2,1,6,10
"both","Mlodziak77","rapid",9,0.555555555555556,6,10
"both","tymekkk","blitz",8,0.4375,6,10
"white","grooney","blitz",2,0.5,6,10
"white","grooney","bullet",18,0.583333333333333,6,10
"white","Mlodziak77","blitz",10,0.8,6,10
"white","Mlodziak77","bullet",2,1,6,10
"white","Mlodziak77","rapid",6,0.5,6,10
"white","tymekkk","blitz",5,0.3,6,10
"black","grooney","blitz",4,0.375,6,11
"black","grooney","bullet",42,0.392857142857143,6,11
"black","grooney","rapid",3,0.666666666666667,6,11
"black","Mlodziak77","blitz",7,0.642857142857143,6,11
"black","Mlodziak77","rapid",1,0,6,11
"black","tymekkk","blitz",2,0,6,11
"both","grooney","blitz",5,0.5,6,11
"both","grooney","bullet",83,0.427710843373494,6,11
"both","grooney","rapid",5,0.8,6,11
"both","Mlodziak77","blitz",12,0.708333333333333,6,11
"both","Mlodziak77","bullet",1,0,6,11
"both","Mlodziak77","rapid",1,0,6,11
"both","tymekkk","blitz",4,0.25,6,11
"white","grooney","blitz",1,1,6,11
"white","grooney","bullet",41,0.463414634146341,6,11
"white","grooney","rapid",2,1,6,11
"white","Mlodziak77","blitz",5,0.8,6,11
"white","Mlodziak77","bullet",1,0,6,11
"white","tymekkk","blitz",2,0.5,6,11
"black","grooney","blitz",5,0.6,6,12
"black","grooney","bullet",45,0.533333333333333,6,12
"black","Mlodziak77","blitz",6,0.5,6,12
"black","Mlodziak77","bullet",4,0.75,6,12
"black","tymekkk","blitz",1,0,6,12
"both","grooney","blitz",8,0.625,6,12
"both","grooney","bullet",81,0.45679012345679,6,12
"both","grooney","rapid",1,0,6,12
"both","Mlodziak77","blitz",11,0.454545454545455,6,12
"both","Mlodziak77","bullet",8,0.625,6,12
"both","Mlodziak77","rapid",1,1,6,12
"both","tymekkk","blitz",2,0,6,12
"white","grooney","blitz",3,0.666666666666667,6,12
"white","grooney","bullet",36,0.361111111111111,6,12
"white","grooney","rapid",1,0,6,12
"white","Mlodziak77","blitz",5,0.4,6,12
"white","Mlodziak77","bullet",4,0.5,6,12
"white","Mlodziak77","rapid",1,1,6,12
"white","tymekkk","blitz",1,0,6,12
"black","grooney","blitz",4,0.25,6,13
"black","grooney","bullet",61,0.516393442622951,6,13
"black","Mlodziak77","blitz",11,0.636363636363636,6,13
"black","Mlodziak77","bullet",8,0.5,6,13
"black","Mlodziak77","rapid",3,0.666666666666667,6,13
"black","tymekkk","blitz",7,0.285714285714286,6,13
"both","grooney","blitz",9,0.444444444444444,6,13
"both","grooney","bullet",128,0.52734375,6,13
"both","Mlodziak77","blitz",19,0.578947368421053,6,13
"both","Mlodziak77","bullet",19,0.526315789473684,6,13
"both","Mlodziak77","rapid",3,0.666666666666667,6,13
"both","tymekkk","blitz",13,0.423076923076923,6,13
"white","grooney","blitz",5,0.6,6,13
"white","grooney","bullet",67,0.537313432835821,6,13
"white","Mlodziak77","blitz",8,0.5,6,13
"white","Mlodziak77","bullet",11,0.545454545454545,6,13
"white","tymekkk","blitz",6,0.583333333333333,6,13
"black","grooney","blitz",6,0.5,6,14
"black","grooney","bullet",25,0.5,6,14
"black","Mlodziak77","blitz",7,0.357142857142857,6,14
"black","Mlodziak77","bullet",1,1,6,14
"black","Mlodziak77","rapid",1,0,6,14
"black","tymekkk","blitz",5,0.8,6,14
"both","grooney","blitz",13,0.5,6,14
"both","grooney","bullet",48,0.489583333333333,6,14
"both","Mlodziak77","blitz",15,0.466666666666667,6,14
"both","Mlodziak77","bullet",1,1,6,14
"both","Mlodziak77","rapid",2,0,6,14
"both","tymekkk","blitz",9,0.666666666666667,6,14
"white","grooney","blitz",7,0.5,6,14
"white","grooney","bullet",23,0.478260869565217,6,14
"white","Mlodziak77","blitz",8,0.5625,6,14
"white","Mlodziak77","rapid",1,0,6,14
"white","tymekkk","blitz",4,0.5,6,14
"black","grooney","blitz",5,0.6,6,15
"black","grooney","bullet",21,0.547619047619048,6,15
"black","Mlodziak77","blitz",4,0.75,6,15
"black","tymekkk","blitz",11,0.363636363636364,6,15
"both","grooney","blitz",11,0.681818181818182,6,15
"both","grooney","bullet",44,0.602272727272727,6,15
"both","Mlodziak77","blitz",14,0.642857142857143,6,15
"both","tymekkk","blitz",18,0.444444444444444,6,15
"white","grooney","blitz",6,0.75,6,15
"white","grooney","bullet",23,0.652173913043478,6,15
"white","Mlodziak77","blitz",10,0.6,6,15
"white","tymekkk","blitz",7,0.571428571428571,6,15
"black","grooney","blitz",4,0.625,6,16
"black","grooney","bullet",54,0.583333333333333,6,16
"black","Mlodziak77","blitz",9,0.666666666666667,6,16
"black","Mlodziak77","bullet",3,0,6,16
"black","Mlodziak77","rapid",2,0.5,6,16
"black","tymekkk","blitz",1,1,6,16
"both","grooney","blitz",6,0.416666666666667,6,16
"both","grooney","bullet",101,0.554455445544555,6,16
"both","grooney","rapid",1,0,6,16
"both","Mlodziak77","blitz",17,0.588235294117647,6,16
"both","Mlodziak77","bullet",5,0,6,16
"both","Mlodziak77","rapid",5,0.6,6,16
"both","tymekkk","blitz",5,0.8,6,16
"white","grooney","blitz",2,0,6,16
"white","grooney","bullet",47,0.521276595744681,6,16
"white","grooney","rapid",1,0,6,16
"white","Mlodziak77","blitz",8,0.5,6,16
"white","Mlodziak77","bullet",2,0,6,16
"white","Mlodziak77","rapid",3,0.666666666666667,6,16
"white","tymekkk","blitz",4,0.75,6,16
"black","grooney","blitz",7,0.357142857142857,6,17
"black","grooney","bullet",57,0.517543859649123,6,17
"black","Mlodziak77","blitz",4,0.75,6,17
"black","Mlodziak77","rapid",1,0,6,17
"black","tymekkk","blitz",5,0.3,6,17
"both","grooney","blitz",16,0.40625,6,17
"both","grooney","bullet",118,0.457627118644068,6,17
"both","Mlodziak77","blitz",9,0.666666666666667,6,17
"both","Mlodziak77","bullet",1,0,6,17
"both","Mlodziak77","rapid",3,0.666666666666667,6,17
"both","tymekkk","blitz",11,0.409090909090909,6,17
"white","grooney","blitz",9,0.444444444444444,6,17
"white","grooney","bullet",61,0.401639344262295,6,17
"white","Mlodziak77","blitz",5,0.6,6,17
"white","Mlodziak77","bullet",1,0,6,17
"white","Mlodziak77","rapid",2,1,6,17
"white","tymekkk","blitz",6,0.5,6,17
"black","grooney","blitz",10,0.75,6,18
"black","grooney","bullet",35,0.485714285714286,6,18
"black","Mlodziak77","blitz",5,0.6,6,18
"black","tymekkk","blitz",5,0.8,6,18
"both","grooney","blitz",18,0.638888888888889,6,18
"both","grooney","bullet",62,0.564516129032258,6,18
"both","Mlodziak77","blitz",8,0.625,6,18
"both","Mlodziak77","rapid",1,1,6,18
"both","tymekkk","blitz",9,0.777777777777778,6,18
"white","grooney","blitz",8,0.5,6,18
"white","grooney","bullet",27,0.666666666666667,6,18
"white","Mlodziak77","blitz",3,0.666666666666667,6,18
"white","Mlodziak77","rapid",1,1,6,18
"white","tymekkk","blitz",4,0.75,6,18
"black","grooney","blitz",2,0.5,6,19
"black","grooney","bullet",27,0.277777777777778,6,19
"black","Mlodziak77","blitz",7,0.428571428571429,6,19
"black","Mlodziak77","rapid",2,0,6,19
"black","tymekkk","blitz",7,0.5,6,19
"both","grooney","blitz",7,0.571428571428571,6,19
"both","grooney","bullet",52,0.394230769230769,6,19
"both","grooney","rapid",1,1,6,19
"both","Mlodziak77","blitz",19,0.473684210526316,6,19
"both","Mlodziak77","rapid",4,0.25,6,19
"both","tymekkk","blitz",12,0.625,6,19
"white","grooney","blitz",5,0.6,6,19
"white","grooney","bullet",25,0.52,6,19
"white","grooney","rapid",1,1,6,19
"white","Mlodziak77","blitz",12,0.5,6,19
"white","Mlodziak77","rapid",2,0.5,6,19
"white","tymekkk","blitz",5,0.8,6,19
"black","grooney","blitz",3,0.333333333333333,6,20
"black","grooney","bullet",20,0.6,6,20
"black","Mlodziak77","blitz",3,0.333333333333333,6,20
"black","Mlodziak77","rapid",1,1,6,20
"black","tymekkk","blitz",3,0.5,6,20
"both","grooney","blitz",4,0.5,6,20
"both","grooney","bullet",36,0.541666666666667,6,20
"both","grooney","rapid",1,1,6,20
"both","Mlodziak77","blitz",4,0.5,6,20
"both","Mlodziak77","rapid",2,1,6,20
"both","tymekkk","blitz",7,0.357142857142857,6,20
"white","grooney","blitz",1,1,6,20
"white","grooney","bullet",16,0.46875,6,20
"white","grooney","rapid",1,1,6,20
"white","Mlodziak77","blitz",1,1,6,20
"white","Mlodziak77","rapid",1,1,6,20
"white","tymekkk","blitz",4,0.25,6,20
"black","grooney","blitz",1,1,6,21
"black","grooney","bullet",27,0.555555555555556,6,21
"black","Mlodziak77","blitz",4,0.5,6,21
"black","Mlodziak77","bullet",4,0.5,6,21
"black","Mlodziak77","rapid",2,0,6,21
"black","tymekkk","blitz",1,0,6,21
"both","grooney","blitz",1,1,6,21
"both","grooney","bullet",56,0.598214285714286,6,21
"both","grooney","rapid",2,0.5,6,21
"both","Mlodziak77","blitz",11,0.590909090909091,6,21
"both","Mlodziak77","bullet",6,0.333333333333333,6,21
"both","Mlodziak77","rapid",3,0.333333333333333,6,21
"both","tymekkk","blitz",3,0.333333333333333,6,21
"white","grooney","bullet",29,0.637931034482759,6,21
"white","grooney","rapid",2,0.5,6,21
"white","Mlodziak77","blitz",7,0.642857142857143,6,21
"white","Mlodziak77","bullet",2,0,6,21
"white","Mlodziak77","rapid",1,1,6,21
"white","tymekkk","blitz",2,0.5,6,21
"black","grooney","bullet",40,0.4,6,22
"black","grooney","rapid",3,1,6,22
"black","Mlodziak77","blitz",3,0.333333333333333,6,22
"black","tymekkk","blitz",2,0.5,6,22
"both","grooney","bullet",81,0.512345679012346,6,22
"both","grooney","rapid",6,1,6,22
"both","Mlodziak77","blitz",5,0.2,6,22
"both","tymekkk","blitz",5,0.6,6,22
"white","grooney","bullet",41,0.621951219512195,6,22
"white","grooney","rapid",3,1,6,22
"white","Mlodziak77","blitz",2,0,6,22
"white","tymekkk","blitz",3,0.666666666666667,6,22
"black","grooney","bullet",13,0.576923076923077,6,23
"black","grooney","rapid",2,0.5,6,23
"black","Mlodziak77","blitz",1,0,6,23
"black","tymekkk","blitz",2,1,6,23
"both","grooney","bullet",28,0.464285714285714,6,23
"both","grooney","rapid",3,0.666666666666667,6,23
"both","Mlodziak77","blitz",1,0,6,23
"both","tymekkk","blitz",3,0.666666666666667,6,23
"white","grooney","bullet",15,0.366666666666667,6,23
"white","grooney","rapid",1,1,6,23
"white","tymekkk","blitz",1,0,6,23
"black","grooney","bullet",3,0.333333333333333,3,0
"both","grooney","blitz",1,0,3,0
"both","grooney","bullet",4,0.25,3,0
"white","grooney","blitz",1,0,3,0
"white","grooney","bullet",1,0,3,0
"black","tymekkk","blitz",1,0,3,5
"both","tymekkk","blitz",1,0,3,5
"both","grooney","bullet",1,0.5,3,6
"both","Mlodziak77","blitz",1,0,3,6
"white","grooney","bullet",1,0.5,3,6
"white","Mlodziak77","blitz",1,0,3,6
"black","grooney","bullet",2,0.5,3,7
"black","tymekkk","blitz",2,0.5,3,7
"both","grooney","bullet",5,0.4,3,7
"both","tymekkk","blitz",3,0.666666666666667,3,7
"white","grooney","bullet",3,0.333333333333333,3,7
"white","tymekkk","blitz",1,1,3,7
"black","grooney","blitz",1,0,3,8
"black","grooney","bullet",14,0.357142857142857,3,8
"black","grooney","rapid",1,1,3,8
"black","Mlodziak77","blitz",1,1,3,8
"black","tymekkk","blitz",3,0.5,3,8
"both","grooney","blitz",1,0,3,8
"both","grooney","bullet",32,0.328125,3,8
"both","grooney","rapid",1,1,3,8
"both","Mlodziak77","blitz",1,1,3,8
"both","tymekkk","blitz",4,0.375,3,8
"white","grooney","bullet",18,0.305555555555556,3,8
"white","tymekkk","blitz",1,0,3,8
"black","grooney","blitz",3,0,3,9
"black","grooney","bullet",22,0.545454545454545,3,9
"black","grooney","rapid",2,0.5,3,9
"black","Mlodziak77","blitz",1,1,3,9
"black","Mlodziak77","bullet",1,0,3,9
"black","tymekkk","blitz",5,0.2,3,9
"both","grooney","blitz",4,0.25,3,9
"both","grooney","bullet",47,0.521276595744681,3,9
"both","grooney","rapid",3,0.666666666666667,3,9
"both","Mlodziak77","blitz",5,0.6,3,9
"both","Mlodziak77","bullet",1,0,3,9
"both","tymekkk","blitz",7,0.142857142857143,3,9
"white","grooney","blitz",1,1,3,9
"white","grooney","bullet",25,0.5,3,9
"white","grooney","rapid",1,1,3,9
"white","Mlodziak77","blitz",4,0.5,3,9
"white","tymekkk","blitz",2,0,3,9
"black","grooney","blitz",1,0,3,10
"black","grooney","bullet",33,0.515151515151515,3,10
"black","Mlodziak77","blitz",6,0.416666666666667,3,10
"black","Mlodziak77","rapid",1,0,3,10
"black","tymekkk","blitz",2,0,3,10
"both","grooney","blitz",4,0.25,3,10
"both","grooney","bullet",67,0.455223880597015,3,10
"both","grooney","rapid",3,0.333333333333333,3,10
"both","Mlodziak77","blitz",13,0.346153846153846,3,10
"both","Mlodziak77","bullet",1,0,3,10
"both","Mlodziak77","rapid",3,0.666666666666667,3,10
"both","tymekkk","blitz",7,0.285714285714286,3,10
"white","grooney","blitz",3,0.333333333333333,3,10
"white","grooney","bullet",34,0.397058823529412,3,10
"white","grooney","rapid",3,0.333333333333333,3,10
"white","Mlodziak77","blitz",7,0.285714285714286,3,10
"white","Mlodziak77","bullet",1,0,3,10
"white","Mlodziak77","rapid",2,1,3,10
"white","tymekkk","blitz",5,0.4,3,10
"black","grooney","blitz",17,0.529411764705882,3,11
"black","grooney","bullet",25,0.68,3,11
"black","grooney","rapid",5,0.8,3,11
"black","Mlodziak77","blitz",4,0.5,3,11
"black","Mlodziak77","rapid",2,0.5,3,11
"black","tymekkk","blitz",4,0.25,3,11
"both","grooney","blitz",33,0.545454545454545,3,11
"both","grooney","bullet",52,0.586538461538462,3,11
"both","grooney","rapid",6,0.833333333333333,3,11
"both","Mlodziak77","blitz",7,0.357142857142857,3,11
"both","Mlodziak77","rapid",4,0.25,3,11
"both","tymekkk","blitz",7,0.428571428571429,3,11
"white","grooney","blitz",16,0.5625,3,11
"white","grooney","bullet",27,0.5,3,11
"white","grooney","rapid",1,1,3,11
"white","Mlodziak77","blitz",3,0.166666666666667,3,11
"white","Mlodziak77","rapid",2,0,3,11
"white","tymekkk","blitz",3,0.666666666666667,3,11
"black","grooney","blitz",7,0.428571428571429,3,12
"black","grooney","bullet",51,0.46078431372549,3,12
"black","grooney","rapid",1,0.5,3,12
"black","Mlodziak77","blitz",4,0.75,3,12
"both","grooney","blitz",17,0.529411764705882,3,12
"both","grooney","bullet",105,0.49047619047619,3,12
"both","grooney","rapid",2,0.75,3,12
"both","Mlodziak77","blitz",8,0.625,3,12
"both","Mlodziak77","rapid",3,1,3,12
"both","tymekkk","blitz",3,0.333333333333333,3,12
"white","grooney","blitz",10,0.6,3,12
"white","grooney","bullet",54,0.518518518518518,3,12
"white","grooney","rapid",1,1,3,12
"white","Mlodziak77","blitz",4,0.5,3,12
"white","Mlodziak77","rapid",3,1,3,12
"white","tymekkk","blitz",3,0.333333333333333,3,12
"black","grooney","blitz",5,0.7,3,13
"black","grooney","bullet",26,0.5,3,13
"black","grooney","rapid",2,1,3,13
"black","Mlodziak77","blitz",3,0.666666666666667,3,13
"black","Mlodziak77","rapid",3,0.666666666666667,3,13
"black","tymekkk","blitz",3,0.333333333333333,3,13
"both","grooney","blitz",8,0.5625,3,13
"both","grooney","bullet",51,0.450980392156863,3,13
"both","grooney","rapid",4,0.75,3,13
"both","Mlodziak77","blitz",6,0.666666666666667,3,13
"both","Mlodziak77","rapid",5,0.8,3,13
"both","tymekkk","blitz",5,0.2,3,13
"white","grooney","blitz",3,0.333333333333333,3,13
"white","grooney","bullet",25,0.4,3,13
"white","grooney","rapid",2,0.5,3,13
"white","Mlodziak77","blitz",3,0.666666666666667,3,13
"white","Mlodziak77","rapid",2,1,3,13
"white","tymekkk","blitz",2,0,3,13
"black","grooney","blitz",4,0.25,3,14
"black","grooney","bullet",50,0.43,3,14
"black","grooney","rapid",1,1,3,14
"black","Mlodziak77","blitz",5,0.4,3,14
"black","tymekkk","blitz",3,0.333333333333333,3,14
"both","grooney","blitz",9,0.611111111111111,3,14
"both","grooney","bullet",113,0.47787610619469,3,14
"both","grooney","rapid",3,0.666666666666667,3,14
"both","Mlodziak77","blitz",8,0.375,3,14
"both","Mlodziak77","bullet",1,0,3,14
"both","Mlodziak77","rapid",4,0.75,3,14
"both","tymekkk","blitz",5,0.2,3,14
"white","grooney","blitz",5,0.9,3,14
"white","grooney","bullet",63,0.515873015873016,3,14
"white","grooney","rapid",2,0.5,3,14
"white","Mlodziak77","blitz",3,0.333333333333333,3,14
"white","Mlodziak77","bullet",1,0,3,14
"white","Mlodziak77","rapid",4,0.75,3,14
"white","tymekkk","blitz",2,0,3,14
"black","grooney","blitz",12,0.583333333333333,3,15
"black","grooney","bullet",58,0.405172413793103,3,15
"black","grooney","rapid",1,0,3,15
"black","Mlodziak77","blitz",3,1,3,15
"black","Mlodziak77","bullet",1,1,3,15
"black","Mlodziak77","rapid",2,0,3,15
"black","tymekkk","blitz",1,0,3,15
"both","grooney","blitz",23,0.608695652173913,3,15
"both","grooney","bullet",114,0.416666666666667,3,15
"both","grooney","rapid",2,0,3,15
"both","Mlodziak77","blitz",7,0.714285714285714,3,15
"both","Mlodziak77","bullet",3,0.666666666666667,3,15
"both","Mlodziak77","rapid",2,0,3,15
"both","tymekkk","blitz",1,0,3,15
"white","grooney","blitz",11,0.636363636363636,3,15
"white","grooney","bullet",56,0.428571428571429,3,15
"white","grooney","rapid",1,0,3,15
"white","Mlodziak77","blitz",4,0.5,3,15
"white","Mlodziak77","bullet",2,0.5,3,15
"black","grooney","blitz",7,0.357142857142857,3,16
"black","grooney","bullet",53,0.415094339622642,3,16
"black","Mlodziak77","blitz",10,0.4,3,16
"black","tymekkk","blitz",2,0.5,3,16
"both","grooney","blitz",13,0.5,3,16
"both","grooney","bullet",101,0.475247524752475,3,16
"both","Mlodziak77","blitz",18,0.555555555555556,3,16
"both","tymekkk","blitz",5,0.3,3,16
"white","grooney","blitz",6,0.666666666666667,3,16
"white","grooney","bullet",48,0.541666666666667,3,16
"white","Mlodziak77","blitz",8,0.75,3,16
"white","tymekkk","blitz",3,0.166666666666667,3,16
"black","grooney","blitz",7,0.357142857142857,3,17
"black","grooney","bullet",37,0.405405405405405,3,17
"black","Mlodziak77","blitz",2,0.5,3,17
"black","tymekkk","blitz",3,0,3,17
"both","grooney","blitz",14,0.392857142857143,3,17
"both","grooney","bullet",71,0.450704225352113,3,17
"both","Mlodziak77","blitz",8,0.5,3,17
"both","tymekkk","blitz",5,0.2,3,17
"white","grooney","blitz",7,0.428571428571429,3,17
"white","grooney","bullet",34,0.5,3,17
"white","Mlodziak77","blitz",6,0.5,3,17
"white","tymekkk","blitz",2,0.5,3,17
"black","grooney","bullet",45,0.488888888888889,3,18
"black","Mlodziak77","blitz",2,0,3,18
"black","tymekkk","blitz",6,1,3,18
"both","grooney","bullet",81,0.512345679012346,3,18
"both","Mlodziak77","blitz",2,0,3,18
"both","Mlodziak77","bullet",1,0,3,18
"both","tymekkk","blitz",11,0.954545454545455,3,18
"white","grooney","bullet",36,0.541666666666667,3,18
"white","Mlodziak77","bullet",1,0,3,18
"white","tymekkk","blitz",5,0.9,3,18
"black","grooney","blitz",7,0.357142857142857,3,19
"black","grooney","bullet",23,0.41304347826087,3,19
"black","Mlodziak77","blitz",6,0.666666666666667,3,19
"black","Mlodziak77","rapid",2,0.5,3,19
"black","tymekkk","blitz",8,0.5,3,19
"both","grooney","blitz",11,0.5,3,19
"both","grooney","bullet",48,0.541666666666667,3,19
"both","grooney","rapid",2,0.5,3,19
"both","Mlodziak77","blitz",8,0.75,3,19
"both","Mlodziak77","rapid",6,0.5,3,19
"both","tymekkk","blitz",17,0.441176470588235,3,19
"white","grooney","blitz",4,0.75,3,19
"white","grooney","bullet",25,0.66,3,19
"white","grooney","rapid",2,0.5,3,19
"white","Mlodziak77","blitz",2,1,3,19
"white","Mlodziak77","rapid",4,0.5,3,19
"white","tymekkk","blitz",9,0.388888888888889,3,19
"black","grooney","blitz",7,0.571428571428571,3,20
"black","grooney","bullet",20,0.3,3,20
"black","grooney","rapid",1,1,3,20
"black","Mlodziak77","blitz",7,0.285714285714286,3,20
"black","Mlodziak77","rapid",1,1,3,20
"black","tymekkk","blitz",3,0.333333333333333,3,20
"both","grooney","blitz",12,0.458333333333333,3,20
"both","grooney","bullet",33,0.454545454545455,3,20
"both","grooney","rapid",2,1,3,20
"both","Mlodziak77","blitz",18,0.277777777777778,3,20
"both","Mlodziak77","rapid",2,1,3,20
"both","tymekkk","blitz",9,0.444444444444444,3,20
"white","grooney","blitz",5,0.3,3,20
"white","grooney","bullet",13,0.692307692307692,3,20
"white","grooney","rapid",1,1,3,20
"white","Mlodziak77","blitz",11,0.272727272727273,3,20
"white","Mlodziak77","rapid",1,1,3,20
"white","tymekkk","blitz",6,0.5,3,20
"black","grooney","blitz",16,0.71875,3,21
"black","grooney","bullet",26,0.423076923076923,3,21
"black","grooney","rapid",2,1,3,21
"black","Mlodziak77","blitz",5,0.4,3,21
"black","Mlodziak77","bullet",3,0.666666666666667,3,21
"black","Mlodziak77","rapid",5,0.2,3,21
"black","tymekkk","blitz",2,0,3,21
"both","grooney","blitz",29,0.53448275862069,3,21
"both","grooney","bullet",56,0.482142857142857,3,21
"both","grooney","rapid",6,0.75,3,21
"both","Mlodziak77","blitz",13,0.461538461538462,3,21
"both","Mlodziak77","bullet",4,0.75,3,21
"both","Mlodziak77","rapid",6,0.333333333333333,3,21
"both","tymekkk","blitz",4,0,3,21
"white","grooney","blitz",13,0.307692307692308,3,21
"white","grooney","bullet",30,0.533333333333333,3,21
"white","grooney","rapid",4,0.625,3,21
"white","Mlodziak77","blitz",8,0.5,3,21
"white","Mlodziak77","bullet",1,1,3,21
"white","Mlodziak77","rapid",1,1,3,21
"white","tymekkk","blitz",2,0,3,21
"black","grooney","blitz",1,1,3,22
"black","grooney","bullet",35,0.3,3,22
"black","grooney","rapid",4,0.25,3,22
"black","Mlodziak77","blitz",4,0.5,3,22
"black","Mlodziak77","bullet",1,1,3,22
"black","Mlodziak77","rapid",1,0,3,22
"both","grooney","blitz",8,0.25,3,22
"both","grooney","bullet",73,0.410958904109589,3,22
"both","grooney","rapid",10,0.3,3,22
"both","Mlodziak77","blitz",9,0.333333333333333,3,22
"both","Mlodziak77","bullet",1,1,3,22
"both","Mlodziak77","rapid",2,0,3,22
"white","grooney","blitz",7,0.142857142857143,3,22
"white","grooney","bullet",38,0.513157894736842,3,22
"white","grooney","rapid",6,0.333333333333333,3,22
"white","Mlodziak77","blitz",5,0.2,3,22
"white","Mlodziak77","rapid",1,0,3,22
"black","grooney","blitz",10,0.6,3,23
"black","grooney","bullet",17,0.529411764705882,3,23
"black","grooney","rapid",1,1,3,23
"black","Mlodziak77","blitz",2,0.5,3,23
