Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
A&J,2021-12-14 19:26:50,00:00:26,Autoplayed: user action: None; ,Sezon 1 (zwiastun): Arcane,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:26,00:00:26,PL (Poland)
A&J,2021-12-14 19:26:38,00:00:04,Autoplayed: user action: None; ,Zwiastun: Kate,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
A&J,2021-12-14 19:26:11,00:00:25,Autoplayed: user action: None; ,Sezon 2 (zwiastun): Altered Carbon,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:25,00:00:25,PL (Poland)
A&J,2021-12-14 19:24:55,00:01:08,Autoplayed: user action: None; ,Zwiastun: Armia umarłych,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:08,00:01:08,PL (Poland)
A&J,2021-12-14 19:24:01,00:00:08,Autoplayed: user action: None; ,Poobijana (Klip): Poobijana,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,PL (Poland)
A&J,2021-12-14 19:23:14,00:00:30,Autoplayed: user action: None; ,Dhamaka: Trailer,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:30,00:00:30,PL (Poland)
A&J,2021-12-14 19:22:57,00:00:11,Autoplayed: user action: None; ,Zwiastun: Psie pazury,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:11,00:00:11,PL (Poland)
A&J,2021-12-14 19:22:44,00:00:04,Autoplayed: user action: None; ,"Im więcej, tym przyjemniej (Klip): Im więcej, tym przyjemniej",TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
A&J,2021-12-14 19:21:24,00:00:09,Autoplayed: user action: None; ,Supernova_hook_03_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,00:00:09,PL (Poland)
A&J,2021-12-14 19:21:13,00:00:08,Autoplayed: user action: None; ,Sezon 1 (Klip): Akademia czekolady,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,PL (Poland)
A&J,2021-12-14 19:21:06,00:00:04,Autoplayed: user action: None; ,Zwiastun nr 2: Świąteczny zamek,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
A&J,2021-12-14 19:20:36,00:00:06,Autoplayed: user action: None; ,Dwa (Klip): Dwa,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,PL (Poland)
A&J,2021-12-14 19:20:11,00:00:19,Autoplayed: user action: None; ,Teaser: Chłopiec zwany Gwiazdką,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:19,00:00:19,PL (Poland)
A&J,2021-12-14 19:19:34,00:00:24,Autoplayed: user action: None; ,Pourris gâtés_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:24,00:00:24,PL (Poland)
A&J,2021-12-14 19:19:24,00:00:08,Autoplayed: user action: None; ,14 szczytów: Nie ma rzeczy niemożliwych (Klip): 14 szczytów: Nie ma rzeczy niemożliwych,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,PL (Poland)
A&J,2021-12-14 19:19:09,00:00:09,Autoplayed: user action: None; ,Man on a Ledge_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,00:00:09,PL (Poland)
A&J,2021-12-14 19:18:26,00:00:08,Autoplayed: user action: None; ,Jason Bourne_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,PL (Poland)
A&J,2021-12-14 19:18:16,00:00:06,Autoplayed: user action: None; ,Sezon 1 (Klip): Cowboy Bebop,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,PL (Poland)
A&J,2021-12-14 19:17:56,00:00:11,Autoplayed: user action: None; ,Sezon 1 (klip bonusowy nr 2): Wiedźmin,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:11,00:00:11,PL (Poland)
A&J,2021-12-14 19:17:45,00:00:07,Autoplayed: user action: None; ,Man on a Ledge_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,Not latest view,PL (Poland)
A&J,2021-12-14 19:16:55,00:00:32,Autoplayed: user action: None; ,Niewybaczalne (Klip): Niewybaczalne,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:32,00:00:32,PL (Poland)
A&J,2021-12-03 18:43:25,00:00:07,Autoplayed: user action: None; ,Sezon 1 (Klip nr 6): Obce światy,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,PL (Poland)
A&J,2021-12-03 18:43:03,00:00:07,Autoplayed: user action: None; ,To the Lake: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,PL (Poland)
A&J,2021-12-03 18:41:00,00:00:09,Autoplayed: user action: None; ,Sezon 3 (zwiastun): Zagubieni w kosmosie,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,00:00:09,PL (Poland)
A&J,2021-12-03 18:40:40,00:00:04,Autoplayed: user action: None; ,Salvation: Season 2_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,Not latest view,PL (Poland)
A&J,2021-12-03 18:40:23,00:00:08,Autoplayed: user action: None; ,Sezon 1 (Klip): Akademia czekolady,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,Not latest view,PL (Poland)
A&J,2021-12-03 18:40:03,00:00:06,Autoplayed: user action: None; ,Sezon 3 (zwiastun): Zagubieni w kosmosie,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,Not latest view,PL (Poland)
A&J,2021-12-03 18:39:47,00:00:05,Autoplayed: user action: None; ,The Rain: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
A&J,2021-12-03 18:39:35,00:00:05,Autoplayed: user action: None; ,Lepsi niż my (zwiastun),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
A&J,2021-12-03 18:39:19,00:00:07,Autoplayed: user action: None; ,The OA: Część II (zwiastun),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,PL (Poland)
A&J,2021-12-03 18:39:11,00:00:04,Autoplayed: user action: None; ,The I-Land: Miniserial (zapowiedź premiery),TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
A&J,2021-12-03 18:38:36,00:00:07,Autoplayed: user action: None; ,Trapped: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,PL (Poland)
A&J,2021-12-03 18:38:23,00:00:05,Autoplayed: user action: None; ,Vikings: Season 1_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
A&J,2021-12-03 18:38:08,00:00:04,Autoplayed: user action: None; ,Podróżnicy: Sezon 1 (zwiastun),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,Not latest view,PL (Poland)
A&J,2021-12-03 18:37:26,00:00:18,Autoplayed: user action: None; ,Sezon 3 (Klip): Zagubieni w kosmosie,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:18,00:00:18,PL (Poland)
A&J,2021-12-03 18:37:02,00:00:04,Autoplayed: user action: None; ,Jason Bourne_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,Not latest view,PL (Poland)
A&J,2021-12-03 18:36:47,00:00:07,Autoplayed: user action: None; ,Season 1 Clip Villain: Arcane,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,PL (Poland)
A&J,2021-12-02 16:14:16,00:32:51,Autoplayed: user action: User_Interaction; ,Kierunek: Noc: Sezon 2: Asil (Odcinek 6),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:32:56,00:32:56,PL (Poland)
A&J,2021-12-02 15:42:24,00:30:33,Autoplayed: user action: User_Interaction; ,Kierunek: Noc: Sezon 2: Théa (Odcinek 5),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:30:37,00:30:37,PL (Poland)
A&J,2021-12-02 15:12:30,00:29:51,Autoplayed: user action: User_Interaction; ,Kierunek: Noc: Sezon 2: Gia (Odcinek 4),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:29:51,00:29:51,PL (Poland)
A&J,2021-11-29 19:45:45,00:00:05,Autoplayed: user action: None; ,Kierunek: Noc: Sezon 2: Gia (Odcinek 4),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,Not latest view,PL (Poland)
A&J,2021-11-29 19:14:43,00:30:59,,Kierunek: Noc: Sezon 2: Ines (Odcinek 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:30:59,00:30:59,PL (Poland)
A&J,2021-11-28 17:38:41,00:00:04,Autoplayed: user action: None; ,Kierunek: Noc: Sezon 2: Ines (Odcinek 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,Not latest view,PL (Poland)
A&J,2021-11-28 17:03:31,00:34:21,Autoplayed: user action: User_Interaction; ,Kierunek: Noc: Sezon 2: Laura (Odcinek 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:34:22,00:34:22,PL (Poland)
A&J,2021-11-27 17:18:07,00:00:29,Autoplayed: user action: None; ,3% (zwiastun),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:29,00:00:29,PL (Poland)
A&J,2021-11-27 17:17:59,00:00:05,Autoplayed: user action: None; ,Zwiastun: SAS: Zamach w Eurotunelu,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
A&J,2021-11-27 17:17:48,00:00:06,Autoplayed: user action: None; ,Trailer: Rojst: Season 1,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,PL (Poland)
A&J,2021-11-27 17:16:02,00:01:32,Autoplayed: user action: None; ,Sezon 1 (zwiastun): Cowboy Bebop,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:01:32,00:01:32,PL (Poland)
A&J,2021-11-27 17:15:39,00:00:05,Autoplayed: user action: None; ,Sezon 2 (zwiastun): Snowpiercer,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
A&J,2021-11-27 17:15:19,00:00:11,Autoplayed: user action: None; ,Sezon 1 (zwiastun): Ku jezioru,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:11,Not latest view,PL (Poland)
A&J,2021-11-27 17:15:01,00:00:10,Autoplayed: user action: None; ,Sezon 1 (zwiastun): Arcane,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:10,Not latest view,PL (Poland)
A&J,2021-11-27 17:14:45,00:00:08,Autoplayed: user action: None; ,Zwiastun: Czerwona nota,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,PL (Poland)
A&J,2021-11-27 17:14:27,00:00:08,Autoplayed: user action: None; ,Alice in Borderland: Sezon 1 (zwiastun),TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,PL (Poland)
A&J,2021-11-27 17:14:15,00:00:06,Autoplayed: user action: None; ,Jack Reacher: Never Go Back_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,PL (Poland)
A&J,2021-11-27 17:14:04,00:00:05,Autoplayed: user action: None; ,Armia złodziei (Klip): Armia złodziei,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
A&J,2021-11-27 16:40:17,00:32:30,Autoplayed: user action: User_Interaction; ,Kierunek: Noc: Sezon 2: Zara (Odcinek 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:32:30,00:32:30,PL (Poland)
A&J,2021-11-27 15:49:34,00:00:05,Autoplayed: user action: None; ,Kierunek: Noc: Sezon 2: Zara (Odcinek 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:09,Not latest view,PL (Poland)
A&J,2021-11-27 15:13:42,00:34:46,Autoplayed: user action: User_Interaction; ,Kierunek: Noc: Sezon 1: Terenzio (Odcinek 6),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:34:47,00:34:47,PL (Poland)
A&J,2021-11-25 17:24:50,00:00:04,Autoplayed: user action: None; ,Kierunek: Noc: Sezon 1: Terenzio (Odcinek 6),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,Not latest view,PL (Poland)
A&J,2021-11-25 16:12:02,00:34:34,,Kierunek: Noc: Sezon 1: Rik (Odcinek 5),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:34:45,00:34:45,PL (Poland)
A&J,2021-11-23 20:54:07,00:00:11,,Kierunek: Noc: Sezon 1: Rik (Odcinek 5),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:11,Not latest view,PL (Poland)
A&J,2021-11-23 20:53:32,00:00:14,Autoplayed: user action: None; ,Sezon 2 (teaser): Kierunek: Noc,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:15,00:00:15,PL (Poland)
A&J,2021-11-23 20:52:56,00:00:08,Autoplayed: user action: None; ,Kierunek: Noc: Sezon 1: Rik (Odcinek 5),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:11,Not latest view,PL (Poland)
A&J,2021-11-23 20:18:03,00:34:51,,Kierunek: Noc: Sezon 1: Ayaz (Odcinek 4),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:34:51,00:34:51,PL (Poland)
A&J,2021-11-23 20:17:46,00:00:14,Autoplayed: user action: None; ,Sezon 2 (teaser): Kierunek: Noc,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:14,Not latest view,PL (Poland)
A&J,2021-11-23 20:17:37,00:00:04,Autoplayed: user action: None; ,Season 1 Clip Villain: Arcane,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,Not latest view,PL (Poland)
A&J,2021-11-22 20:29:11,00:00:02,Autoplayed: user action: None; ,Kierunek: Noc: Sezon 1: Ayaz (Odcinek 4),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:12,Not latest view,PL (Poland)
A&J,2021-11-22 19:56:22,00:32:46,,Kierunek: Noc: Sezon 1: Mathieu (Odcinek 3),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:32:56,00:32:56,PL (Poland)
A&J,2021-11-22 19:06:54,00:28:06,,Kierunek: Noc: Sezon 1: Jakub (Odcinek 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:35:34,00:35:34,PL (Poland)
A&J,2021-11-19 21:21:42,01:47:32,,Miłość i potwory,,Samsung CE 2019 Muse-M UHD TV Smart TV,01:47:33,01:47:33,PL (Poland)
A&J,2021-11-19 21:20:56,00:00:43,Autoplayed: user action: None; ,Klip nr 2: Miłość i potwory,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:43,00:00:43,PL (Poland)
A&J,2021-11-19 21:20:16,00:00:16,Autoplayed: user action: None; ,Efekt hipnozy (Klip): Efekt hipnozy,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:16,00:00:16,PL (Poland)
A&J,2021-11-19 21:19:19,00:00:40,Autoplayed: user action: None; ,Daddy's Home 2_hook_03_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:40,00:00:40,PL (Poland)
A&J,2021-11-19 21:18:28,00:00:06,Autoplayed: user action: None; ,Deep Impact_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,PL (Poland)
A&J,2021-11-19 21:18:18,00:00:07,Autoplayed: user action: None; ,Enola Holmes: Marketing Asset 1 - Make Noise Product 30,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,PL (Poland)
A&J,2021-11-19 21:17:31,00:00:12,Autoplayed: user action: None; ,Knight and Day_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:12,00:00:12,PL (Poland)
A&J,2021-11-19 21:17:16,00:00:07,Autoplayed: user action: None; ,Stormforce_hook_05_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:07,00:00:07,PL (Poland)
A&J,2021-11-19 21:16:51,00:00:15,Autoplayed: user action: None; ,Sweet Girl (Klip): Sweet Girl,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:15,00:00:15,PL (Poland)
A&J,2021-11-19 21:16:19,00:00:17,Autoplayed: user action: None; ,Security_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:17,00:00:17,PL (Poland)
A&J,2021-11-19 21:16:11,00:00:04,Autoplayed: user action: None; ,Zwiastun: Nocne kły,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
A&J,2021-11-19 21:14:52,00:00:38,Autoplayed: user action: None; ,Magnesia_hook_01_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:38,00:00:38,PL (Poland)
A&J,2021-11-19 21:14:25,00:00:13,Autoplayed: user action: None; ,Teaser: Armia złodziei,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:13,00:00:13,PL (Poland)
A&J,2021-11-19 21:13:56,00:00:04,Autoplayed: user action: None; ,Zwiastun: Winni,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
A&J,2021-11-19 21:12:48,00:00:30,Autoplayed: user action: None; ,Sezon 1 (zwiastun nr 2): Hellbound,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:30,00:00:30,PL (Poland)
A&J,2021-11-19 21:12:37,00:00:06,Autoplayed: user action: None; ,Sezon 1 (Klip): Squid Game,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,PL (Poland)
A&J,2021-11-19 21:12:25,00:00:06,Autoplayed: user action: None; ,Central Intelligence_hook_primary_16x9,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:06,00:00:06,PL (Poland)
A&J,2021-11-19 21:11:25,00:00:43,,Zwiastun: Armia umarłych,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:43,Not latest view,PL (Poland)
A&J,2021-11-19 19:12:52,01:55:13,Autoplayed: user action: User_Interaction; ,Czerwona nota,,Samsung CE 2019 Muse-M UHD TV Smart TV,01:55:15,01:55:15,PL (Poland)
A&J,2021-11-19 18:59:07,00:07:13,Autoplayed: user action: User_Interaction; ,Kierunek: Noc: Sezon 1: Jakub (Odcinek 2),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:07:28,Not latest view,PL (Poland)
A&J,2021-11-19 18:20:08,00:38:10,Autoplayed: user action: User_Interaction; ,Kierunek: Noc: Sezon 1: Sylvie (Odcinek 1),,Samsung CE 2019 Muse-M UHD TV Smart TV,00:38:11,00:38:11,PL (Poland)
A&J,2021-11-19 18:19:42,00:00:08,Autoplayed: user action: None; ,The I-Land: Miniserial (zapowiedź premiery),TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,Not latest view,PL (Poland)
A&J,2021-11-19 18:19:23,00:00:04,Autoplayed: user action: None; ,Sezon 1 (Klip): Cowboy Bebop,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
A&J,2021-11-19 18:18:52,00:00:08,Autoplayed: user action: None; ,Sezon 2 (zwiastun): Kierunek: Noc,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,PL (Poland)
A&J,2021-11-19 18:18:33,00:00:15,Autoplayed: user action: None; ,Klip: Armia umarłych,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:15,00:00:15,PL (Poland)
A&J,2021-11-19 18:18:25,00:00:05,Autoplayed: user action: None; ,Teaser: Czerwona nota,TEASER_TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
A&J,2021-11-19 18:18:07,00:00:16,Autoplayed: user action: None; ,Zwiastun: Czerwona nota,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:16,Not latest view,PL (Poland)
A&J,2021-10-31 19:10:42,00:33:32,Autoplayed: user action: User_Interaction; ,Armia złodziei,,Samsung CE 2019 Muse-M UHD TV Smart TV,00:33:32,00:33:32,PL (Poland)
A&J,2021-10-31 19:10:24,00:00:05,Autoplayed: user action: None; ,Sezon 1 (zwiastun): My Name,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:05,00:00:05,PL (Poland)
A&J,2021-10-31 19:09:47,00:00:19,Autoplayed: user action: None; ,Zwiastun: Armia złodziei,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:19,00:00:19,PL (Poland)
A&J,2021-10-31 19:09:29,00:00:08,Autoplayed: user action: None; ,Sezon 2 (Klip nr 2): Locke & Key,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:08,00:00:08,PL (Poland)
A&J,2021-10-31 19:09:22,00:00:04,Autoplayed: user action: None; ,Sezon 3 (zwiastun nr 1): Ty,TRAILER,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
A&J,2021-10-31 19:09:08,00:00:04,Autoplayed: user action: None; ,Efekt hipnozy (Klip): Efekt hipnozy,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:04,00:00:04,PL (Poland)
A&J,2021-10-31 19:08:38,00:00:27,Autoplayed: user action: None; ,Supporting Character Clip: Nobody Sleeps in the Woods Tonight Part 2,HOOK,Samsung CE 2019 Muse-M UHD TV Smart TV,00:00:27,00:00:27,PL (Poland)
